ticker,date,title,provider,neg,neu,pos,compound
MSFT,2012-08-09,If You ve Got The Stomach  Short Nokia,Chris Vermeulen,0.0,1.0,0.0,0.0
MSFT,2012-08-15,Big Tech Assets Rise  Apple Reaches Record  163 Billion,David Dyer,0.0,0.707,0.293,0.2263
MSFT,2012-09-03,Microsoft To Retest March Highs,Alexandros Yfantis,0.0,1.0,0.0,0.0
MSFT,2012-09-05,European stocks mixed to lower  eyes on ECB moves  DAX up 0 06 ,Investing.com,0.167,0.833,0.0,-0.296
MSFT,2012-09-07,Euro shares higher on German data  ignore weak U S  numbers DAX up 0 66 ,Investing.com,0.325,0.542,0.133,-0.4939
MSFT,2012-09-07,European stocks rally on ECB plan  DAX climbs 0 82 ,Investing.com,0.0,1.0,0.0,0.0
MSFT,2012-09-11,Why Tech Company Dividends Are A Good Idea,David Merkel,0.0,0.674,0.326,0.4404
MSFT,2012-09-12,The Stock Market Likes Government Gridlock ,Sober Look,0.0,0.641,0.359,0.4215
MSFT,2012-09-19,U S  futures edge higher on BoJ easing  Dow Jones up 0 13 ,Investing.com,0.0,0.818,0.182,0.25
MSFT,2012-09-21,MSFT Breaking Resistance ,Alexandros Yfantis,0.0,1.0,0.0,0.0
MSFT,2012-09-23,Will Microsoft Join The Rally  ,Igor Rakhmanov,0.0,0.645,0.355,0.296
MSFT,2012-09-23,The Next Industrial Revolution ,John Aziz,0.0,1.0,0.0,0.0
MSFT,2012-09-23,Dividend Growth Stocks Announcing Increases Last Week  ,Dividend Yield,0.0,0.698,0.302,0.3818
MSFT,2012-09-24,K3 Business Technology Update  Trading On Depressed Multiples ,Edison,0.32,0.68,0.0,-0.5106
MSFT,2012-09-30,Social Security And The Beach,Bruce Krasting,0.0,0.625,0.375,0.34
MSFT,2012-10-01,U S  Tech Earnings Soften,David Dyer,0.0,1.0,0.0,0.0
MSFT,2012-10-02,Regression to Trend  A Perspective On Long Term Market Performance,Doug Short,0.0,1.0,0.0,0.0
MSFT,2012-10-03,Quarterly Outlook  Disfunctional Landscape,Simon Lack,0.0,1.0,0.0,0.0
MSFT,2012-10-11,Barnes   Noble  Vol Pops But Remains Depressed As Nook News Is Good,Ophir Gottlieb,0.231,0.466,0.303,0.1027
MSFT,2012-10-12,FX Futures Edge ,Richard Rhodes,0.0,1.0,0.0,0.0
MSFT,2012-10-15,Will Central Banks Cancel Government Debt ,Simon Lack,0.529,0.471,0.0,-0.5423
MSFT,2012-10-18,Daily Market Report  No Pulse,John Nyaradi,0.355,0.645,0.0,-0.296
MSFT,2012-10-18,U S  futures mixed to lower ahead of jobless data  Dow Jones up 0 04 ,Investing.com,0.167,0.833,0.0,-0.296
MSFT,2012-10-19,Mostly Molehills,Michael Ashton,0.0,1.0,0.0,0.0
MSFT,2012-10-19,Euro Dips On Risk Aversion,ActionForex,0.625,0.375,0.0,-0.6124
MSFT,2012-10-19,Gold falls as dollar gains on U S  data  European murkiness,Investing.com,0.0,0.769,0.231,0.34
MSFT,2012-10-19,Crude drops on U S  housing data  quarterly earnings,Investing.com,0.381,0.619,0.0,-0.5719
MSFT,2012-10-19,Wall Street lower on the 25th anniversary of the  87 crash Dow off 0 29 ,Investing.com,0.29,0.71,0.0,-0.5994
MSFT,2012-10-19,Friday s European Market Update,Trade The News,0.0,1.0,0.0,0.0
MSFT,2012-10-19,EU Banking Agreement Keeps Euro Solid,Jeremy Cook,0.0,0.455,0.545,0.5859
MSFT,2012-10-21,Crude oil futures   Weekly outlook  October 22   26,Investing.com,0.346,0.654,0.0,-0.5719
MSFT,2012-10-21,Forex   Weekly outlook  October 22   26,Investing.com,0.0,1.0,0.0,0.0
MSFT,2012-10-21,Crude extends losses on U S  housing data  quarterly earnings,Investing.com,0.496,0.388,0.116,-0.7096
MSFT,2012-10-21,Gold extends losses on U S  data  Spain s bailout reticence,Investing.com,0.387,0.472,0.142,-0.3818
MSFT,2012-10-21,Asian stocks dip on U S  earnings  Japan trade data  Nikkei down 0 80 ,Investing.com,0.0,1.0,0.0,0.0
MSFT,2012-10-21,Gold Prices And Stock Markets Weaken But Dollar Gains ,Commodity Trade Mantra,0.158,0.583,0.258,0.296
MSFT,2012-10-21,Microsoft Earnings Review  Decline Of An Empire,David Dyer,0.0,1.0,0.0,0.0
MSFT,2012-10-21,Southern Europe Leads World Market Losses ,Richard Rhodes,0.351,0.649,0.0,-0.4019
MSFT,2012-10-21,ETFs Dump 2 ,John Nyaradi,0.722,0.278,0.0,-0.3818
MSFT,2012-10-21,U S  Stocks Unable To Shake Off Negative Sentiment Surrounding Earnings,Midnight Trader,0.435,0.565,0.0,-0.6597
MSFT,2012-10-21,Forget The LBO And Focus On The UBO,Baskin Financial Blog,0.213,0.787,0.0,-0.2263
MSFT,2012-10-22,U S  futures higher with key earnings in focus  Dow Jones up 0 2 ,Investing.com,0.0,1.0,0.0,0.0
MSFT,2012-10-22,U S  stocks mixed after CAT earnings  Dow Jones down 0 25 ,Investing.com,0.0,1.0,0.0,0.0
MSFT,2012-10-22,Crude rebounds on bottom fishing after U S  earnings push down,Investing.com,0.316,0.684,0.0,-0.5719
MSFT,2012-10-22,Asian stocks gain  erase losses from earnings  Nikkei up 0 05 ,Investing.com,0.191,0.567,0.241,0.1779
MSFT,2012-10-22,Oil Tumbles Most In Two Weeks  Gold Dives,ICM Brokers,0.0,1.0,0.0,0.0
MSFT,2012-10-23,Asian stocks fall on earnings  shrug off China data  Nikkei down 0 43 ,Investing.com,0.0,1.0,0.0,0.0
MSFT,2012-10-24,Earnings  Bank Of Canada Ensure Risk Slip,Jeremy Cook,0.216,0.515,0.268,0.128
MSFT,2012-10-24,VMware Earnings Review  Performance Sputters Again,David Dyer,0.0,1.0,0.0,0.0
MSFT,2012-10-29,Netflix Surge Closes Post Earnings Gap Down ,Dr. Duru,0.0,1.0,0.0,0.0
MSFT,2012-10-30,Real Disposable Income Per Capita   Second Month Of Contraction,Doug Short,0.0,1.0,0.0,0.0
MSFT,2012-11-01,Retirees  Beware Of The Many Dangers Of Holding Overvalued Stocks ,Chuck Carnevale,0.262,0.738,0.0,-0.4939
MSFT,2012-11-01,Icahn Lights A Fire Of Hope Under Netflix,Dr. Duru,0.233,0.485,0.282,0.128
MSFT,2012-11-02,How Buffett Made Money In Bad And Volatile Markets,Jae Jun,0.304,0.696,0.0,-0.5423
MSFT,2012-11-02,Regression To Trend  A Perspective On Long Term Market Performance,Doug Short,0.0,1.0,0.0,0.0
MSFT,2012-11-08,Characteristics Of Value Stocks And Value Traps ,Jae Jun,0.0,0.51,0.49,0.5859
MSFT,2012-11-13,Microsoft  MSFT  Falls As Sinofsky Exits,AvaTrade,0.0,1.0,0.0,0.0
MSFT,2012-11-13,U S  futures fall as U S   Greece worries dominate  Dow Jones down 0 40 ,Investing.com,0.35,0.65,0.0,-0.5106
MSFT,2012-11-13,German Economic Sentiment Drops,Benzinga ,0.0,1.0,0.0,0.0
MSFT,2012-11-13,U S  stocks decline amid U S   euro zone worries  Dow Jones down 0 01 ,Investing.com,0.237,0.763,0.0,-0.4215
MSFT,2012-11-14,How We ll Painlessly Avoid The Fiscal Cliff,Simon Lack,0.214,0.583,0.204,-0.0258
MSFT,2012-11-14,Investor s Jitters Keep Asian Markets Steady Today ,AvaTrade,0.0,1.0,0.0,0.0
MSFT,2012-11-14,Sentiments Remain Weak As US Equities Reverse Gains,ActionForex,0.257,0.531,0.212,-0.128
MSFT,2012-11-14,Microsoft  Headed Toward  22 05  And Maybe Ultimately  11 ,Rick Ackerman,0.0,1.0,0.0,0.0
MSFT,2012-11-14,ETFs Catch Another Whiff Of The Cliff,John Nyaradi,0.0,1.0,0.0,0.0
MSFT,2012-11-14,Wall Street Reversed Its Course In Final Hour Trading,AvaTrade,0.0,1.0,0.0,0.0
MSFT,2012-11-15,Market Primer  Wednesday  November 14,Benzinga ,0.0,1.0,0.0,0.0
MSFT,2012-11-18,Microsoft  Better Business Than Stock  But That s About To Change,Chuck Carnevale,0.0,0.822,0.178,0.2382
MSFT,2012-11-22,Stock Valuation Method For Dividend Stocks,Jae Jun,0.0,1.0,0.0,0.0
MSFT,2012-11-23,U S  stocks climb on hopes for robust holiday sales  Dow rises 1 35 ,Investing.com,0.0,0.503,0.497,0.7845
MSFT,2012-11-25,S P 500 Bounces Off 50 Week Moving Average  Again  ,Brian Gilmartin,0.0,1.0,0.0,0.0
MSFT,2012-11-30,U S  stocks end mixed on fiscal cliff fears  Dow rises 0 03 ,Investing.com,0.237,0.763,0.0,-0.4215
MSFT,2012-11-30,U S  futures edge higher ahead of data  Dow Jones up 0 09 ,Investing.com,0.0,1.0,0.0,0.0
MSFT,2012-11-30,Wall Street opens mixed on fiscal fears and weak data Dow flat,Investing.com,0.363,0.637,0.0,-0.6908
MSFT,2012-12-02,Real Disposable Income Per Capita   Third Month Of Contraction,Doug Short,0.0,1.0,0.0,0.0
MSFT,2012-12-04,Regression To Trend  A Perspective on Long Term Market Performance,Doug Short,0.0,1.0,0.0,0.0
MSFT,2012-12-06,K3 Business Technology  FY13 Will Be Year Of Investment ,Edison,0.0,1.0,0.0,0.0
MSFT,2012-12-06,Futures Rise On US Budget Deal Hopes ,Benzinga ,0.0,0.682,0.318,0.4215
MSFT,2012-12-10,U S  stocks end up on McDonald s sales numbers  Dow rises 0 11 ,Investing.com,0.0,1.0,0.0,0.0
MSFT,2012-12-11,Peter Grandich  What Turnaround In Junior Mining Stocks Will Look Like,The Energy Report,0.0,0.8,0.2,0.3612
MSFT,2012-12-11,No Announcement Made On Progress Of US Budget Negotiations,Keagan York,0.183,0.583,0.233,0.1531
MSFT,2012-12-26,Equities Ended Mixed On Light Volume Ahead Of Christmas,Binary Options Strategy,0.0,1.0,0.0,0.0
MSFT,2012-12-27,One Bad Apple And A Couple Of Indices,Erik Swarts,0.368,0.632,0.0,-0.5423
MSFT,2012-12-27,Technology ETFs  Not Just For Capital Appreciation Anymore,Gary Gordon,0.0,0.68,0.32,0.5106
MSFT,2012-12-27,Government Dependents Outnumber Those With Private Sector Jobs ,Michael T. Snyder,0.0,1.0,0.0,0.0
MSFT,2012-12-27,6 Strong Small Cap Stocks To Take You Into 2013,Jae Jun,0.0,0.708,0.292,0.5106
MSFT,2012-12-27,U S  stocks trim losses as lawmakers tackle budget woes  Dow loses 0 14 ,Investing.com,0.497,0.503,0.0,-0.7845
MSFT,2012-12-31,U S  stocks rally on hopes for fiscal cliff deal  Dow gains 1 28  ,Investing.com,0.0,0.634,0.366,0.6369
MSFT,2013-01-02,Regression To Trend  A Perspective On Long Term Market Performance,Doug Short,0.0,1.0,0.0,0.0
MSFT,2013-01-03,U S  stocks fall on Fed minutes  debt ceiling concerns  Dow loses 0 16 ,Investing.com,0.348,0.652,0.0,-0.5859
MSFT,2013-01-09,U S  futures steady as markets eye earnings  Dow Jones up 0 09  ,Investing.com,0.0,1.0,0.0,0.0
MSFT,2013-01-09,Forget The Dividend  Buy More Shares,Baskin Financial Blog,0.226,0.477,0.297,0.1513
MSFT,2013-01-10,Futures Higher Ahead Of ECB  BOE ,Benzinga ,0.0,1.0,0.0,0.0
MSFT,2013-01-10,U S  futures rise ahead of jobless data  ECB  Dow Jones up 0 20  ,Investing.com,0.0,1.0,0.0,0.0
MSFT,2013-01-11,S P 500 Closed At 5 Years High ,AvaTrade,0.0,1.0,0.0,0.0
MSFT,2013-01-14,More Bad News For Windows 8,Rick Ackerman,0.487,0.513,0.0,-0.5849
MSFT,2013-01-15,Guess Who s More innovative Than Apple ,Louis Basenese,0.0,0.61,0.39,0.4927
MSFT,2013-01-17, Will Google Exist in 2020 ,Charles Sizemore,0.0,1.0,0.0,0.0
MSFT,2013-01-17,Microsoft Remains A Good Investment,Martin Kay,0.0,0.508,0.492,0.4404
MSFT,2013-01-24,U S  futures mixed as earnings remain in focus  Dow Jones up 0 03  ,Investing.com,0.0,1.0,0.0,0.0
MSFT,2013-01-24,Is Apple The New RIM ,Saj Karsan,0.0,1.0,0.0,0.0
MSFT,2013-01-25,Just Wait  Apple s Got Further To Fall,Charles Sizemore,0.0,1.0,0.0,0.0
MSFT,2013-01-25,U S  futures rise on E Z  optimism  Dow Jones up 0 32  ,Investing.com,0.0,0.667,0.333,0.5423
MSFT,2013-01-27,The Market Bites Apple  Why It Is Ok To Try And Beat The Market,Yale Bock,0.0,0.855,0.145,0.296
MSFT,2013-01-31,Yahoo  Steadies the Course Under Mayer,Marcus Holland,0.0,1.0,0.0,0.0
MSFT,2013-02-01,Friday  Non Farm Payrolls Expected To Rise,Benzinga ,0.0,1.0,0.0,0.0
MSFT,2013-02-05,Regression To Trend  A Perspective On Long Term Market Performance,Doug Short,0.0,1.0,0.0,0.0
MSFT,2013-02-08,David Einhorn  The Dumb Money On Apple ,EconMatters,0.355,0.645,0.0,-0.5106
MSFT,2013-02-10,At Current Prices  Tobacco Stocks Are No Go,Charles Sizemore,0.239,0.761,0.0,-0.296
MSFT,2013-02-12,North Korea s 3rd Nuclear Test Affects Asian Markets,Binary Options Strategy,0.0,1.0,0.0,0.0
MSFT,2013-02-13,U S  futures edge higher  eyes on G20 meeting  Dow Jones up 0 16  ,Investing.com,0.0,1.0,0.0,0.0
MSFT,2013-02-15,Investing In Nordic ETFs,Charles Sizemore,0.0,1.0,0.0,0.0
MSFT,2013-02-26,Dogs Of The Dow Jones  The 10 Best Stock Index Picks ,Dividend Yield,0.0,0.704,0.296,0.6369
MSFT,2013-02-28,Why I Love Dividend Achievers,Charles Sizemore,0.0,0.417,0.583,0.6369
