ticker,date,title,provider,neg,neu,pos,compound
AAPL,2012-08-21,The Bond Situation And Other Trends,ETF Prophet,0.0,1.0,0.0,0.0
AAPL,2012-08-21,Apple s Moves  As Predictable As The Tides,Rick Ackerman,0.0,1.0,0.0,0.0
AAPL,2012-08-22,Serious Divergence  Dow  S P And EUR USD,Mercenary Trader,0.206,0.794,0.0,-0.0772
AAPL,2012-08-22,Red Permeates The Wednesday Morning Recap ,Richard Rhodes,0.0,1.0,0.0,0.0
AAPL,2012-08-23,AAPL s  Impossible  Move Into A Double Top ,Abigail Doolittle,0.0,0.735,0.265,0.2023
AAPL,2012-08-27,Gold And The Question Of Economic Stimulation,Clif Droke,0.0,1.0,0.0,0.0
AAPL,2012-08-28,Dow Industrials ETF  Turning A Long Put Position Into A Calendar Spread,Rick Ackerman,0.0,1.0,0.0,0.0
AAPL,2012-08-28,End Of Day Market Analysis,J.W. Jones,0.0,1.0,0.0,0.0
AAPL,2012-08-28,Big Tech Profits Soften  HP  Microsoft  Amazon Plunge,David Dyer,0.0,0.566,0.434,0.5574
AAPL,2012-08-30,Stock Breakouts  Breakdowns And In Betweens ,Dr. Duru,0.0,1.0,0.0,0.0
AAPL,2012-09-02,Ignoring Liquidity Is A Recipe For Option Trading Losses,J.W. Jones,0.474,0.526,0.0,-0.6597
AAPL,2012-09-02,Where Hedge Funds Are Allocating Their Investments,Blog of HORAN Capital Advisors,0.0,1.0,0.0,0.0
AAPL,2012-09-05,Warning Signals Keep Multiplying,Dr. Duru,0.444,0.556,0.0,-0.34
AAPL,2012-09-05,Stocks Bounce Back Late  Ending Little Changed ,Midnight Trader,0.0,1.0,0.0,0.0
AAPL,2012-09-06,Stock Market Strategy Back Testing  Lies  Myths And The Truth  Part 1 ,Portfolio Cafe,0.199,0.638,0.163,-0.128
AAPL,2012-09-09,New Bullish Phase Brings New Trading Strategy,Dr. Duru,0.0,1.0,0.0,0.0
AAPL,2012-09-09,As of August YTD Dividend Payers  Return Trails Non Payers,Blog of HORAN Capital Advisors,0.0,1.0,0.0,0.0
AAPL,2012-09-09,Apple Attack s Pandora  Is This The Start Of The End  ,Ophir Gottlieb,0.256,0.744,0.0,-0.4767
AAPL,2012-09-12,Gaming Apple Shares For Fun And Profit,Rick Ackerman,0.0,0.323,0.677,0.8126
AAPL,2012-09-12,Scumballs Triumph In Apple,Rick Ackerman,0.0,0.492,0.508,0.4767
AAPL,2012-09-12,Overbought Relief,ETF Prophet,0.0,0.244,0.756,0.4767
AAPL,2012-09-13,U S  Stocks Still The Place To Be For Global Investors,David Brown,0.0,1.0,0.0,0.0
AAPL,2012-09-13,Markets Trade Higher Through Most Of Session  Paring Gains Near Bell,Midnight Trader,0.0,0.806,0.194,0.34
AAPL,2012-09-13,Attention Bulls  You May Be About To Be Majorly Disappointed,Mercenary Trader,0.274,0.726,0.0,-0.5256
AAPL,2012-09-16,Apple Inc  Stock Research Analysis ,F.A.S.T. Graphs,0.0,1.0,0.0,0.0
AAPL,2012-09-17,Apple Call Spread Update,Rick Ackerman,0.0,1.0,0.0,0.0
AAPL,2012-09-20,More Market Consolidation Ahead,ETF Prophet,0.0,1.0,0.0,0.0
AAPL,2012-09-20,Stocks Finally Break Out Of Their 3 Month Rising Channel,Scott Martindale,0.0,1.0,0.0,0.0
AAPL,2012-09-23,Is The Apple iPhone The Biggest Mania Of Our Time   ,Tiho Brkan,0.0,1.0,0.0,0.0
AAPL,2012-09-23,QE Infinity Update  Apple And Gold Up  Dollar Down,David Dyer,0.0,1.0,0.0,0.0
AAPL,2012-09-23,Tech Overview  Apple Market Cap Larger Than Microsoft  Google Combined,David Dyer,0.0,1.0,0.0,0.0
AAPL,2012-09-23,Stocks Finish Higher On Spanish Bailout Rumors  iPhone5 Buzz,Midnight Trader,0.149,0.851,0.0,-0.1027
AAPL,2012-09-24,Time To Short Apple  Hardly,Rick Ackerman,0.0,1.0,0.0,0.0
AAPL,2012-09-24,Big Tech Assets Rise  Apple Reaches Record  163 Billion,David Dyer,0.0,0.707,0.293,0.2263
AAPL,2012-09-25,Stocks End Little Changed  Paring Losses Late  Energy Shares Drag,Midnight Trader,0.296,0.41,0.294,-0.0094
AAPL,2012-09-26,A Closer Look At Apple Buying Opportunity,Andrew Nyquist,0.0,0.641,0.359,0.4215
AAPL,2012-09-28,Apple Computer True Bullish Impulse Leg ,Rick Ackerman,0.0,0.641,0.359,0.4215
AAPL,2012-09-30,Apple Breaks A Nine Week Streak Of Winning Fridays,Dr. Duru,0.0,0.673,0.327,0.5267
AAPL,2012-09-30,Apple And Facebook Update ,Alexandros Yfantis,0.0,1.0,0.0,0.0
AAPL,2012-10-02,S P 500  Camouflage Sell Signal,Tradesight,0.0,1.0,0.0,0.0
AAPL,2012-10-02,Has Apple Become A Drag On The Market ,Rick Ackerman,0.241,0.759,0.0,-0.2263
AAPL,2012-10-03,QE3 Misconceptions  And How To Profit ,Jeff Miller,0.0,0.633,0.367,0.4404
AAPL,2012-10-04,One Chart Says It All,Nicholas Santiago,0.0,1.0,0.0,0.0
AAPL,2012-10-04,Apple Computer  Becoming Mildly Bearish,Rick Ackerman,0.0,1.0,0.0,0.0
AAPL,2012-10-05,Apple  Weakness May Be Healthy Correction,Rick Ackerman,0.295,0.421,0.284,-0.0258
AAPL,2012-10-05,Thumping Thursday,BB Finance Blog,0.0,1.0,0.0,0.0
AAPL,2012-10-07,One Last Rally To Set The Hook ,Rick Ackerman,0.0,1.0,0.0,0.0
AAPL,2012-10-08,Google Soars  Silver and Gold Up  Dollar Down  Apple Plunges,David Dyer,0.0,1.0,0.0,0.0
AAPL,2012-10-08,Google Defies Gravity  12 Consecutive Weeks Of Gains,David Dyer,0.0,0.745,0.255,0.34
AAPL,2012-10-08,Who Will Bail Out The Central Banks  ,Charles Biderman,0.0,1.0,0.0,0.0
AAPL,2012-10-08,Apple Nirvana,High Chart Patterns,0.0,1.0,0.0,0.0
AAPL,2012-10-09,Stocks End Slightly Lower As World Bank  Apple Keep Lid On Late Rally,Midnight Trader,0.137,0.863,0.0,-0.228
AAPL,2012-10-09,Double Top Or Bump On The Uptrend   Apple Breaks Down ,Dr. Duru,0.0,0.833,0.167,0.2023
AAPL,2012-10-09,What The Market Wants  Fasten Your Money Belts,David Brown,0.0,1.0,0.0,0.0
AAPL,2012-10-10,A Whiff Of Bear In The Air ,John Nyaradi,0.0,1.0,0.0,0.0
AAPL,2012-10-10,Terrifying Tuesday  Market Signals Don t Add Up,BB Finance Blog,0.381,0.619,0.0,-0.5719
AAPL,2012-10-11,S P 500 Double Top Looming Larger  Bears Seem To Be Taking Control,Dr. Duru,0.122,0.732,0.146,0.0772
AAPL,2012-10-11,Bond Investing  JAMES Bond Investing,Charles Sizemore,0.0,1.0,0.0,0.0
AAPL,2012-10-11,Apple Short Term Bottom  Facebook Correction Could Be Over,Alexandros Yfantis,0.0,1.0,0.0,0.0
AAPL,2012-10-11,Earnings Season Launches Under Cloud Of Low Expectations,Scott Martindale,0.231,0.769,0.0,-0.2732
AAPL,2012-10-12,Ignore Signs Of Market Distribution At Your Peril,Rick Ackerman,0.464,0.536,0.0,-0.6369
AAPL,2012-10-12,Support Is Working  If You re A Daytrader,High Chart Patterns,0.0,0.69,0.31,0.4019
AAPL,2012-10-14,Tech Market Caps Entering Earnings Season  Apple Larger Than Microsoft,David Dyer,0.0,1.0,0.0,0.0
AAPL,2012-10-14,Apple  Not A Short Yet  But Not A Buy Either,Charles Sizemore,0.0,1.0,0.0,0.0
AAPL,2012-10-15,QE Infinity  Apple  Bonds  Dollar  Gold  Google  Oil  Real Estate   ,David Dyer,0.0,1.0,0.0,0.0
AAPL,2012-10-15,December Gold  Bulls In Limbo Near Term ,Rick Ackerman,0.0,1.0,0.0,0.0
AAPL,2012-10-16,S P 500 s Obligatory Bounce,Dr. Duru,0.0,1.0,0.0,0.0
AAPL,2012-10-18,One More High For The Market  ,Tim Knight,0.0,1.0,0.0,0.0
AAPL,2012-10-18,Understanding The Bond Bubble  ,Tiho Brkan,0.0,1.0,0.0,0.0
AAPL,2012-10-18,What s Next For Apple  ,Tim Knight,0.0,1.0,0.0,0.0
AAPL,2012-10-19,Ignore The Smell Of Blood In The Markets At Your Peril,Rick Ackerman,0.366,0.634,0.0,-0.6369
AAPL,2012-10-19,December Euro  Camouflage Buying Opportunity,Rick Ackerman,0.0,0.588,0.412,0.4215
AAPL,2012-10-21,Tech Albatross And China Ponzinomics,Mercenary Trader,0.0,1.0,0.0,0.0
AAPL,2012-10-22,Bull Flag Pattern  AAPL ,Nicholas Santiago,0.0,1.0,0.0,0.0
AAPL,2012-10-22,Our ETF Trading Strategy With New  Sell  Signal On Market Timing Model,Deron Wagner,0.0,1.0,0.0,0.0
AAPL,2012-10-22,NASDAQ Tech Wreck 2 0 ,John Nyaradi,0.592,0.408,0.0,-0.4404
AAPL,2012-10-22,U S  shares ease higher on the back of Apples earnings Dow up 0 02 ,Investing.com,0.0,0.68,0.32,0.5719
AAPL,2012-10-23,Looking For Certainty Amidst Uncertainty,David Brown,0.324,0.405,0.27,-0.1027
AAPL,2012-10-23,If Apple Re Ignites  So Will the Market,Rick Ackerman,0.0,1.0,0.0,0.0
AAPL,2012-10-23,Nasdaq 100 Nearing Head And Shoulders Target,Andrew Nyquist,0.0,1.0,0.0,0.0
AAPL,2012-10-23,AAPL  Buyers Eager For More,Rick Ackerman,0.0,0.615,0.385,0.3612
AAPL,2012-10-23,Caterpillar Warning Sends Stocks Lower But Market Rebounds Late,Midnight Trader,0.32,0.68,0.0,-0.3182
AAPL,2012-10-23,What s Holding Up Apple ,Candy Matheson,0.0,1.0,0.0,0.0
AAPL,2012-10-24,Is Recession About To Overwhelm Even Apple ,Rick Ackerman,0.474,0.526,0.0,-0.5423
AAPL,2012-10-24,US  Markets Bleed,AvaTrade,0.0,1.0,0.0,0.0
AAPL,2012-10-24,December E Mini S P  Bearish Impulse Leg,Rick Ackerman,0.0,1.0,0.0,0.0
AAPL,2012-10-25,Explaining The Market Action Along With Trades On Watch ,Nicholas Santiago,0.0,1.0,0.0,0.0
AAPL,2012-10-25,Stocks Closed Higher  All Eyes On Apple s After Hours Earnings Report,Midnight Trader,0.0,1.0,0.0,0.0
AAPL,2012-10-25,Apple Misses  Amazon Disappoints,BB Finance Blog,0.625,0.139,0.236,-0.4215
AAPL,2012-10-25,World Stock Markets Take Slight Breather Wednesday Morning ,Richard Rhodes,0.0,1.0,0.0,0.0
AAPL,2012-10-26,Closing Update  Stocks End Moderately Higher  Better Than Expected GDP,Midnight Trader,0.0,0.756,0.244,0.4404
AAPL,2012-10-26,Much Ado About The Markets  October 26  2012,Tim Knight,0.0,1.0,0.0,0.0
AAPL,2012-10-26,December Gold  Targeting  1686,Rick Ackerman,0.0,1.0,0.0,0.0
AAPL,2012-10-26,Flip Out Friday  Know These Levels  ,Nicholas Santiago,0.0,1.0,0.0,0.0
AAPL,2012-10-28,Market Outlook  Hunted By Red October,Kevin Flynn,0.0,1.0,0.0,0.0
AAPL,2012-10-28,Chewing On Some Apple Pie,Wade Slome,0.0,1.0,0.0,0.0
AAPL,2012-10-29,US Markets See Sharp Weekly Losses ,AvaTrade,0.351,0.649,0.0,-0.4019
AAPL,2012-10-29,Market Update  Where s The Love ,Andrew Nyquist,0.0,0.488,0.512,0.6369
AAPL,2012-10-31,Fed Effect Appears To Be Tapering Off,Andrew Sachais,0.0,1.0,0.0,0.0
AAPL,2012-10-31,What Levels Do You Watch  A Break Down Or Break Up Into Elections ,Nicholas Santiago,0.0,1.0,0.0,0.0
AAPL,2012-11-02,If Obama Wins  Sell Your Winners ,Charles Biderman,0.0,0.37,0.63,0.7783
AAPL,2012-11-02,Microsoft Better Long Term Bet  Apple And Big Tech For The Short Term ,Charles Sizemore,0.0,0.805,0.195,0.4404
AAPL,2012-11-02,A Cirrus Logic Look At Apple,Frank Zorrilla,0.0,1.0,0.0,0.0
AAPL,2012-11-04,Entry Strategy For Technology ETF Enthusiasts,Gary Gordon,0.0,0.676,0.324,0.34
AAPL,2012-11-04,Nailed Apple  Danger For The Bears,Tim Knight,0.405,0.595,0.0,-0.5267
AAPL,2012-11-04,Apple Breaks Down But Reasons To Expect Future Upside Remain ,Dr. Duru,0.0,1.0,0.0,0.0
AAPL,2012-11-04,US Markets Fall Despite Good NFP Result  Dollar Rises ,AvaTrade,0.231,0.769,0.0,-0.3412
AAPL,2012-11-04,Call It A  Corleone Market ,Mercenary Trader,0.0,1.0,0.0,0.0
AAPL,2012-11-05,Reading The Tea Leaves  Why Decline In Apple Stock Should Be No Surprise,Portfolio Cafe,0.144,0.719,0.137,-0.0258
AAPL,2012-11-05,Apple Falls 3 1 Percent ,AvaTrade,0.0,1.0,0.0,0.0
AAPL,2012-11-06,Master Levels On AAPL For Monday,Nicholas Santiago,0.0,1.0,0.0,0.0
AAPL,2012-11-06,Sharp  Panasonic Continue To Show Weakness,Benzinga ,0.359,0.641,0.0,-0.4215
AAPL,2012-11-06,The One Thing That Can Kill Your Portfolio,Jae Jun,0.402,0.598,0.0,-0.6908
AAPL,2012-11-07,The Truth Behind Today s Collapse  ,Nicholas Santiago,0.376,0.353,0.271,-0.2263
AAPL,2012-11-07,10 Best Stocks Since The Last Presidential Election,Stocks on Wall Street,0.0,0.625,0.375,0.6369
AAPL,2012-11-07,Stocks Jump  Dow Up Triple Digits,Benzinga ,0.0,1.0,0.0,0.0
AAPL,2012-11-07,Comparison Of Recent Price Action On The 4 Major Indices ,Candy Matheson,0.0,1.0,0.0,0.0
AAPL,2012-11-08,Why Apple Should Be Trading At  1000 A Share,Chuck Carnevale,0.0,0.761,0.239,0.296
AAPL,2012-11-08,ETFs Suffer Post Election Wipeout,John Nyaradi,0.467,0.533,0.0,-0.5423
AAPL,2012-11-09,When Will Apple Find Support ,Epsilon,0.0,0.597,0.403,0.4019
AAPL,2012-11-09,How Apple Became Japan ,Tim Knight,0.0,1.0,0.0,0.0
AAPL,2012-11-09,ETFs And Stocks Continue To Fall,John Nyaradi,0.0,1.0,0.0,0.0
AAPL,2012-11-10,The Four Market  Horsemen  Ride Again  And It s Very Ominous ,Mercenary Trader,0.23,0.77,0.0,-0.4005
AAPL,2012-11-11,Apple s Path To The Mid 400s ,Tim Knight,0.0,1.0,0.0,0.0
AAPL,2012-11-11,Trading On The Blackberry 10 Buzz  Forget Apple  Buy RIM Sell Nokia,Cam Hui,0.147,0.853,0.0,-0.2263
AAPL,2012-11-11,When Will Apple Find Support ,Epsilon,0.0,0.597,0.403,0.4019
AAPL,2012-11-11,Price Vs  Target Price Evolution For Mobile Ecosystem Development,Richard Shaw,0.0,1.0,0.0,0.0
AAPL,2012-11-12,Price Action Signals AAPL Bottom,Nicholas Santiago,0.0,1.0,0.0,0.0
AAPL,2012-11-12,ETFs And Stocks Face Fiscal Cliff  Apple Bear And More,John Nyaradi,0.0,1.0,0.0,0.0
AAPL,2012-11-13,The Danger Zone Pick  11 12 12,David Trainer,0.362,0.638,0.0,-0.5267
AAPL,2012-11-13,Low Sovereign Debt Yields Pushing Emerging Market Stock ETFs Higher,Gary Gordon,0.365,0.635,0.0,-0.5574
AAPL,2012-11-13,Asian Markets Fall On Greek Debt Problems And US Fiscal Woes,AvaTrade,0.503,0.497,0.0,-0.7964
AAPL,2012-11-13,Is LinkedIn The Next Social Media Shoe To Drop ,Jesse Colombo,0.208,0.792,0.0,-0.2732
AAPL,2012-11-13,What The Market Wants  The Devil You Know,David Brown,0.386,0.614,0.0,-0.6597
AAPL,2012-11-14,Apple Bouncing But May Be Eyeing Late November Bottom,Andrew Nyquist,0.0,1.0,0.0,0.0
AAPL,2012-11-14,Market On Verge Of Bounce,Nicholas Santiago,0.0,1.0,0.0,0.0
AAPL,2012-11-14,The Stock Markets Are Drowning In Quicksand ,Nicholas Santiago,0.0,1.0,0.0,0.0
AAPL,2012-11-15,Two Reasons Why You Should Pick Up Falling Apples,Portfolio Cafe,0.167,0.833,0.0,-0.1531
AAPL,2012-11-15,As Far As Stocks Are Concerned  Petraeus Isn t The Big Story,Rick Ackerman,0.0,1.0,0.0,0.0
AAPL,2012-11-16,Requiem For A Twinkie,Mercenary Trader,0.0,1.0,0.0,0.0
AAPL,2012-11-17,6 Oversold S P 500 Stocks With Low Valuations,Contextuall,0.296,0.704,0.0,-0.2732
AAPL,2012-11-17,Another Oversold Day  VIX Remains Subdued,Dr. Duru,0.0,1.0,0.0,0.0
AAPL,2012-11-17,7 Oversold S P 500 Stocks With High Projected Earnings Growth,Contextuall,0.0,0.729,0.271,0.3818
AAPL,2012-11-17,5 High Volume S P 500 Stocks Stuck In A Bearish Downtrend,Contextuall,0.222,0.778,0.0,-0.25
AAPL,2012-11-17,11 High Growth S P 500 Stocks Stuck In A Bearish Downtrend ,Contextuall,0.172,0.603,0.224,0.1531
AAPL,2012-11-18,Apple  Soon To Face Severe Margin Compression,Russ Fischer,0.302,0.698,0.0,-0.3818
AAPL,2012-11-18,Falling Apple,BB Finance Blog,0.615,0.385,0.0,-0.1531
AAPL,2012-11-18,Here s Why I m Not Buying Equities Now ,Tiho Brkan,0.0,1.0,0.0,0.0
AAPL,2012-11-18,Market Keeps Falling  But Losses Small On Thursday,Benzinga ,0.447,0.553,0.0,-0.5927
AAPL,2012-11-19,29 Nasdaq Growth Stocks With Bearish Momentum ,Contextuall,0.0,0.698,0.302,0.3818
AAPL,2012-11-19,10 Oversold Nasdaq Growth Stocks,Contextuall,0.0,0.606,0.394,0.3818
AAPL,2012-11-19,GBP Declined Against USD On speculation Of Further Stimulus,UFXMarkets,0.0,1.0,0.0,0.0
AAPL,2012-11-19,Even If You Don t Trade It  Ya Gotta Watch It,High Chart Patterns,0.0,1.0,0.0,0.0
AAPL,2012-11-20,PPT Methodology Nails The Market Move Again ,Nicholas Santiago,0.0,1.0,0.0,0.0
AAPL,2012-11-20,Apple Rushes To Fill The Gap,Tim Knight,0.0,1.0,0.0,0.0
AAPL,2012-11-20,Bear Market Rally Insights  Part 2  ,BB Finance Blog,0.0,1.0,0.0,0.0
AAPL,2012-11-20,A Powermove Statement  Oversold No More ,Dr. Duru,0.355,0.645,0.0,-0.296
AAPL,2012-11-20,Futures Flat On France Downgrade,Benzinga ,0.0,1.0,0.0,0.0
AAPL,2012-11-20,USD Falls Amidst Deficit Optimism,UFXMarkets,0.293,0.326,0.38,0.2023
AAPL,2012-11-20,The Technical Case For Apple s Bottom,Investing.com,0.0,1.0,0.0,0.0
AAPL,2012-11-21,Apple  Institutions Locking Their Profit  Should You Worry ,AvaTrade,0.246,0.508,0.246,0.0
AAPL,2012-11-23,Business Cycle Warning Signs  ,Tiho Brkan,0.444,0.556,0.0,-0.34
AAPL,2012-11-25,Here s One Buyback Strategy That Outperforms,Blog of HORAN Capital Advisors,0.0,1.0,0.0,0.0
AAPL,2012-11-25,U S  Markets Climb More Than 1  Friday,David M. Frank,0.0,1.0,0.0,0.0
AAPL,2012-11-26,Here s Why Microsoft Will Ultimately Crush Google,Charles Sizemore,0.211,0.789,0.0,-0.1531
AAPL,2012-11-26,Futures Drop On Greek Uncertainty  Catalan Vote,Benzinga ,0.474,0.526,0.0,-0.5423
AAPL,2012-11-26,Cyber Monday   Who Cares  ,Michael Ashton,0.0,0.5,0.5,0.4588
AAPL,2012-11-27,I Called The Latest Rally  Now Beware For This Reason ,Nicholas Santiago,0.0,1.0,0.0,0.0
AAPL,2012-11-27,No Growth Means Market Crash  Regardless Of Fiscal Cliff Deal,Charles Biderman,0.338,0.483,0.179,-0.3182
AAPL,2012-11-27,A Tale Of Two Indices,BB Finance Blog,0.0,1.0,0.0,0.0
AAPL,2012-11-27,Apple Again On Fire  But Nearing Potential Resistance Points,Andrew Nyquist,0.175,0.825,0.0,-0.1779
AAPL,2012-11-28,Stocks  ETFs Sink On Fiscal Cliff Worries  Greece Woes,John Nyaradi,0.449,0.551,0.0,-0.6908
AAPL,2012-11-28,Why I m Recommending Best Buy Right Now,Rick Ackerman,0.0,0.543,0.457,0.6369
AAPL,2012-11-30,Nasdaq Leads Stock Market Higher,Benzinga ,0.0,1.0,0.0,0.0
AAPL,2012-12-02,US Markets Have Mixed Day ,David M. Frank,0.0,1.0,0.0,0.0
AAPL,2012-12-02,Gold  Silver And Miners In Stage 1 Accumulation Mode,Chris Vermeulen,0.0,1.0,0.0,0.0
AAPL,2012-12-04,Stocks Fall To Start Week  Dow Loses 60 Points,Benzinga ,0.223,0.777,0.0,-0.3182
AAPL,2012-12-04,Thoughts On The USD  Crude  SPX,BB Finance Blog,0.425,0.575,0.0,-0.5719
AAPL,2012-12-04,Market Optimism Offset By Worse Than Expected US Manufacturing News,Marcus Holland,0.212,0.548,0.24,0.1027
AAPL,2012-12-04,The Strongest Dividend Growth Sector In 2012,Double Dividend Stocks,0.0,0.476,0.524,0.6705
AAPL,2012-12-05,Surprising Market Leaders,Cam Hui,0.0,0.488,0.512,0.2732
AAPL,2012-12-05,Apple At Resistance  Priceline com And Siemens Break Out,Dr. Duru,0.0,1.0,0.0,0.0
AAPL,2012-12-06,Apple  AAPL  Tanks  Fiscal Cliff Gets Closer,John Nyaradi,0.0,1.0,0.0,0.0
AAPL,2012-12-06,MarketOpportunities Or Frustrations  ,BB Finance Blog,0.6,0.4,0.0,-0.4588
AAPL,2012-12-06,Apple Computer  Fated To Fall Some More ,Rick Ackerman,0.0,1.0,0.0,0.0
AAPL,2012-12-06,Commodity Update  More Downside For Crude,Matthew Bradbard,0.61,0.39,0.0,-0.7397
AAPL,2012-12-06,Apple  Price And The NDX,Candy Matheson,0.0,1.0,0.0,0.0
AAPL,2012-12-06,Tech Stocks Show Best Valuations As Budget Negotiations Continue,Scott Martindale,0.0,0.656,0.344,0.6369
AAPL,2012-12-06,Dow And S P Rise  Nasdaq Falls As Apple Loses More Than 6 ,Benzinga ,0.204,0.796,0.0,-0.3182
AAPL,2012-12-06,Some Thoughts On Untimely Market Exits ,Tim Knight,0.0,1.0,0.0,0.0
AAPL,2012-12-07,ETFs Move Higher As Fiscal Cliff Ticks Closer,John Nyaradi,0.0,1.0,0.0,0.0
AAPL,2012-12-07,Stocks Record Moderate Gains ,Benzinga ,0.0,0.556,0.444,0.34
AAPL,2012-12-08,Apple Vs  Microsoft Flop ,Tim Knight,0.444,0.556,0.0,-0.34
AAPL,2012-12-09,Dow And S P Climb While Nasdaq Falls,Benzinga ,0.0,1.0,0.0,0.0
AAPL,2012-12-10,Currency Market Positioning  ,Tiho Brkan,0.0,1.0,0.0,0.0
AAPL,2012-12-10,Fiscal Cliff Countdown Continues With No Progress In Sight,John Nyaradi,0.183,0.583,0.233,0.1531
AAPL,2012-12-10,U S  Markets Rise On Good Job Data ,David M. Frank,0.0,0.633,0.367,0.4404
AAPL,2012-12-10,Beware The  Emergence Of Divergence  Sparked By Apple,Deron Wagner,0.0,1.0,0.0,0.0
AAPL,2012-12-10,Apple Continues To Fall ,David M. Frank,0.0,1.0,0.0,0.0
AAPL,2012-12-11,Apple Struggles To Find Bottom,Nicholas Santiago,0.385,0.615,0.0,-0.3612
AAPL,2012-12-11,NDX Update  The Apple Factor ,Erik Swarts,0.0,1.0,0.0,0.0
AAPL,2012-12-11,Stock Indexes Close Slightly Higher To Start Week,Benzinga ,0.0,1.0,0.0,0.0
AAPL,2012-12-12,Stocks Jump  Nasdaq Adds More Than 1  ,Benzinga ,0.0,1.0,0.0,0.0
AAPL,2012-12-12,Will We See A Market Top Today ,BB Finance Blog,0.0,0.735,0.265,0.2023
AAPL,2012-12-12,U S  Stocks  ETFs Rise On Fiscal Cliff Hope,John Nyaradi,0.0,0.674,0.326,0.4404
AAPL,2012-12-16,Market Notes  Speculative Money Still Dominates Precious Metals  ,Tiho Brkan,0.0,0.442,0.558,0.6486
AAPL,2012-12-16,The Curse Of The Defensive Deal,Atma Business Blog,0.407,0.465,0.128,-0.5267
AAPL,2012-12-16,Apple Has The  Flu   ,Tim Knight,0.464,0.536,0.0,-0.3818
AAPL,2012-12-16,Stocks Fall For Third Day To Close Week ,Benzinga ,0.0,1.0,0.0,0.0
AAPL,2012-12-16,Stocks Fall Day After FOMC,Benzinga ,0.0,1.0,0.0,0.0
AAPL,2012-12-16,Taxing The Wealthy And The Selling Of Muni Bond ETFs,Gary Gordon,0.0,0.783,0.217,0.3612
AAPL,2012-12-16,Index ETFs Slip Back Into Red,John Nyaradi,0.0,1.0,0.0,0.0
AAPL,2012-12-17,Fiscal Cliff  T Minus 15 And Counting,John Nyaradi,0.0,1.0,0.0,0.0
AAPL,2012-12-17,Can Owning 100 Stocks Mean You re Overdiversified  ,Helix Investment Management,0.0,1.0,0.0,0.0
AAPL,2012-12-17,Futures Flat On Fiscal Cliff Deal Hopes ,Benzinga ,0.0,0.682,0.318,0.4215
AAPL,2012-12-17,Technology Sector Now Largest Contributor To S P 500 Yield,Blog of HORAN Capital Advisors,0.0,1.0,0.0,0.0
